contract_id,account_id,start_date,end_date,annual_commit_dollars,included_monthly_compute_credits
CTR-00220,ACC-00220,2026-01-01,2026-12-31,81438.84,5790
CTR-00221,ACC-00221,2026-01-01,2026-12-31,76171.76,5260
CTR-00222,ACC-00222,2026-01-01,2026-12-31,32857.02,2200
CTR-00223,ACC-00223,2026-01-01,2026-12-31,93943.72,8520
CTR-00224,ACC-00224,2026-01-01,2026-12-31,108287.95,8970
CTR-00225,ACC-00225,2026-01-01,2026-12-31,156081.86,12670
CTR-00226,ACC-00226,2026-01-01,2026-12-31,152918.66,15240
CTR-00227,ACC-00227,2026-01-01,2026-12-31,27879.07,1930
CTR-00228,ACC-00228,2026-01-01,2026-12-31,37930.94,3340
CTR-00229,ACC-00229,2026-01-01,2026-12-31,104875.03,8440
CTR-00230,ACC-00230,2026-01-01,2026-12-31,104783.35,8570
CTR-00231,ACC-00231,2026-01-01,2026-12-31,104875.94,9740
CTR-00232,ACC-00232,2026-01-01,2026-12-31,1084806.34,94170
CTR-00233,ACC-00233,2026-01-01,2026-12-31,109056.72,8810
CTR-00234,ACC-00234,2026-01-01,2026-12-31,161926.2,11760
CTR-00235,ACC-00235,2026-01-01,2026-12-31,142600.35,11920
CTR-00236,ACC-00236,2026-01-01,2026-12-31,115378.57,9810
CTR-00237,ACC-00237,2026-01-01,2026-12-31,58648.16,4780
CTR-00238,ACC-00238,2026-01-01,2026-12-31,480949.7,35040
CTR-00239,ACC-00239,2026-01-01,2026-12-31,124402.61,10800
CTR-00240,ACC-00240,2026-01-01,2026-12-31,42574.99,3650
CTR-00241,ACC-00241,2026-01-01,2026-12-31,61958.93,5870
CTR-00242,ACC-00242,2026-01-01,2026-12-31,52064.86,3880
CTR-00243,ACC-00243,2026-01-01,2026-12-31,576123.72,46290
CTR-00244,ACC-00244,2026-01-01,2026-12-31,77444.12,6570
CTR-00245,ACC-00245,2026-01-01,2026-12-31,369631.19,29160
CTR-00246,ACC-00246,2026-01-01,2026-12-31,19789.65,1960
CTR-00247,ACC-00247,2026-01-01,2026-12-31,118229.41,10120
CTR-00248,ACC-00248,2026-01-01,2026-12-31,23649.54,2130
CTR-00249,ACC-00249,2026-01-01,2026-12-31,52556.69,3700
CTR-00250,ACC-00250,2026-01-01,2026-12-31,156727.74,12960
CTR-00251,ACC-00251,2026-01-01,2026-12-31,76496.17,6860
CTR-00252,ACC-00252,2026-01-01,2026-12-31,34391.98,2450
CTR-00253,ACC-00253,2026-01-01,2026-12-31,44324.26,4030
CTR-00254,ACC-00254,2026-01-01,2026-12-31,117679.3,11700
CTR-00255,ACC-00255,2026-01-01,2026-12-31,43859.36,4360
CTR-00256,ACC-00256,2026-01-01,2026-12-31,85094.78,7880
CTR-00257,ACC-00257,2026-01-01,2026-12-31,75500.93,6200
CTR-00258,ACC-00258,2026-01-01,2026-12-31,46345.51,3210
CTR-00259,ACC-00259,2026-01-01,2026-12-31,327997.37,31590
CTR-00260,ACC-00260,2026-01-01,2026-12-31,113976.02,7930
CTR-00261,ACC-00261,2026-01-01,2026-12-31,17719.13,1460
CTR-00262,ACC-00262,2026-01-01,2026-12-31,83326.18,7610
CTR-00263,ACC-00263,2026-01-01,2026-12-31,46016.23,4540
CTR-00264,ACC-00264,2026-01-01,2026-12-31,132813.79,9190
CTR-00265,ACC-00265,2026-01-01,2026-12-31,661896.98,61730
CTR-00266,ACC-00266,2026-01-01,2026-12-31,41992.05,3230
CTR-00267,ACC-00267,2026-01-01,2026-12-31,67486.61,4610
CTR-00268,ACC-00268,2026-01-01,2026-12-31,104139.97,8130
CTR-00269,ACC-00269,2026-01-01,2026-12-31,134058.11,12410
CTR-00270,ACC-00270,2026-01-01,2026-12-31,31564.63,2590
CTR-00271,ACC-00271,2026-01-01,2026-12-31,57863.91,4840
CTR-00272,ACC-00272,2026-01-01,2026-12-31,555001.05,50570
CTR-00273,ACC-00273,2026-01-01,2026-12-31,52445.94,4230
CTR-00274,ACC-00274,2026-01-01,2026-12-31,46289.46,4560
CTR-00275,ACC-00275,2026-01-01,2026-12-31,251655.9,23470
CTR-00276,ACC-00276,2026-01-01,2026-12-31,97099.08,7400
CTR-00277,ACC-00277,2026-01-01,2026-12-31,30253.93,2050
CTR-00278,ACC-00278,2026-01-01,2026-06-30,139038.11,12900
CTR-00279,ACC-00279,2026-01-01,2026-12-31,323032.86,24330
CTR-00280,ACC-00280,2026-01-01,2026-12-31,150651.68,13200
CTR-00281,ACC-00281,2026-01-01,2026-12-31,25246.45,2160
CTR-00282,ACC-00282,2026-01-01,2026-12-31,52106.04,4460
CTR-00283,ACC-00283,2026-01-01,2026-12-31,177519.87,15710
CTR-00284,ACC-00284,2026-01-01,2026-12-31,44561.76,3400
CTR-00285,ACC-00285,2026-01-01,2026-12-31,99775.07,9100
CTR-00286,ACC-00286,2026-01-01,2026-12-31,125774.24,8490
CTR-00287,ACC-00287,2026-01-01,2026-12-31,38221.32,3160
CTR-00288,ACC-00288,2026-01-01,2026-12-31,70145.87,4970
CTR-00289,ACC-00289,2026-01-01,2026-12-31,15000.0,1030
CTR-00290,ACC-00290,2026-01-01,2026-12-31,35700.81,3310
CTR-00291,ACC-00291,2026-01-01,2026-12-31,61279.6,4600
CTR-00292,ACC-00292,2026-01-01,2026-12-31,30532.65,2660
CTR-00293,ACC-00293,2026-01-01,2026-12-31,229277.4,17380
CTR-00294,ACC-00294,2026-01-01,2026-06-15,26873.64,2450
CTR-00295,ACC-00295,2026-01-01,2026-12-31,53743.01,4660
CTR-00296,ACC-00296,2026-01-01,2026-12-31,80139.04,7770
CTR-00297,ACC-00297,2026-01-01,2026-12-31,200564.53,18310
CTR-00298,ACC-00298,2026-01-01,2026-12-31,678451.17,53590
CTR-00299,ACC-00299,2026-01-01,2026-12-31,26766.24,1940
CTR-00300,ACC-00300,2026-01-01,2026-12-31,165084.81,15310
CTR-00301,ACC-00301,2026-01-01,2026-12-31,403527.32,29330
CTR-00302,ACC-00302,2026-01-01,2026-12-31,73656.17,6200
CTR-00303,ACC-00303,2026-01-01,2026-12-31,36788.62,2490
CTR-00304,ACC-00304,2026-01-01,2026-12-31,889646.58,87990
CTR-00305,ACC-00305,2026-01-01,2026-12-31,101060.28,8740
CTR-00306,ACC-00306,2026-01-01,2026-12-31,84064.68,7900
CTR-00307,ACC-00307,2026-01-01,2026-12-31,48042.83,4540
CTR-00308,ACC-00308,2026-01-01,2026-12-31,739294.84,59460
CTR-00309,ACC-00309,2026-01-01,2026-12-31,76792.44,6100
CTR-00310,ACC-00310,2026-01-01,2026-12-31,55841.94,4950
CTR-00311,ACC-00311,2026-01-01,2026-12-31,79178.66,7190
CTR-00312,ACC-00312,2026-01-01,2026-12-31,116249.2,8390
CTR-00313,ACC-00313,2026-01-01,2026-12-31,625542.31,59250
CTR-00314,ACC-00314,2026-01-01,2026-12-31,221950.97,15190
CTR-00315,ACC-00315,2026-01-01,2026-12-31,30746.43,2320
CTR-00316,ACC-00316,2026-01-01,2026-12-31,325501.83,30590
CTR-00317,ACC-00317,2026-01-01,2026-12-31,18648.83,1270
CTR-00318,ACC-00318,2026-01-01,2026-12-31,65758.91,5400
CTR-00319,ACC-00319,2026-01-01,2026-12-31,559550.76,46180
CTR-00320,ACC-00320,2026-01-01,2026-05-28,110395.21,9870
CTR-00321,ACC-00321,2026-01-01,2026-12-31,89026.94,7090
CTR-00322,ACC-00322,2026-01-01,2026-12-31,47292.66,3560
CTR-00323,ACC-00323,2026-01-01,2026-12-31,63216.11,5330
CTR-00324,ACC-00324,2026-01-01,2026-12-31,51787.25,4200
CTR-00325,ACC-00325,2026-01-01,2026-12-31,48409.18,3690
CTR-00326,ACC-00326,2026-01-01,2026-12-31,132550.83,12350
CTR-00327,ACC-00327,2026-01-01,2026-12-31,498302.66,38460
CTR-00328,ACC-00328,2026-01-01,2026-12-31,93892.97,7910
CTR-00329,ACC-00329,2026-01-01,2026-12-31,45024.55,4430
CTR-00330,ACC-00330,2026-01-01,2026-12-31,137272.04,9590
CTR-00331,ACC-00331,2026-01-01,2026-12-31,90681.59,7650
CTR-00332,ACC-00332,2026-01-01,2026-12-31,129185.35,10130
CTR-00333,ACC-00333,2026-01-01,2026-12-31,113634.24,10770
CTR-00334,ACC-00334,2026-01-01,2026-12-31,40933.48,3560
CTR-00335,ACC-00335,2026-01-01,2026-12-31,49408.28,4360
CTR-00336,ACC-00336,2026-01-01,2026-12-31,123390.02,9340
CTR-00337,ACC-00337,2026-01-01,2026-12-31,425711.98,39760
CTR-00338,ACC-00338,2026-01-01,2026-12-31,112112.62,8420
CTR-00339,ACC-00339,2026-01-01,2026-12-31,72068.25,6200
CTR-00340,ACC-00340,2026-01-01,2026-12-31,79390.12,6510
CTR-00341,ACC-00341,2026-01-01,2026-12-31,178861.21,15950
CTR-00342,ACC-00342,2026-01-01,2026-12-31,48334.46,3610
CTR-00343,ACC-00343,2026-01-01,2026-12-31,107255.4,9550
CTR-00344,ACC-00344,2026-01-01,2026-12-31,63479.05,5860
CTR-00345,ACC-00345,2026-01-01,2026-12-31,62794.52,5270
CTR-00346,ACC-00346,2026-01-01,2026-12-31,157809.49,14080
CTR-00347,ACC-00347,2026-01-01,2026-12-31,130325.63,13000
CTR-00348,ACC-00348,2026-01-01,2026-12-31,453625.39,30400
CTR-00349,ACC-00349,2026-01-01,2026-12-31,129243.92,8650
CTR-00350,ACC-00350,2026-01-01,2026-12-31,182377.71,12570
CTR-00351,ACC-00351,2026-01-01,2026-12-31,74213.6,5960
CTR-00352,ACC-00352,2026-01-01,2026-12-31,117873.47,9920
CTR-00353,ACC-00353,2026-01-01,2026-12-31,58853.89,5260
CTR-00354,ACC-00354,2026-01-01,2026-12-31,91758.6,7190
CTR-00355,ACC-00355,2026-01-01,2026-12-31,721412.93,54150
CTR-00356,ACC-00356,2026-01-01,2026-12-31,66762.7,4520
CTR-00357,ACC-00357,2026-01-01,2026-04-15,78268.24,7660
CTR-00358,ACC-00358,2026-01-01,2026-12-31,110925.04,9820
CTR-00359,ACC-00359,2026-01-01,2026-12-31,41243.36,3890
CTR-00360,ACC-00360,2026-01-01,2026-12-31,316371.08,31110
CTR-00361,ACC-00361,2026-01-01,2026-12-31,36162.86,3180
CTR-00362,ACC-00362,2026-01-01,2026-12-31,710248.82,50190
CTR-00363,ACC-00363,2026-01-01,2026-12-31,31259.17,2970
CTR-00364,ACC-00364,2026-01-01,2026-12-31,164501.93,11670
CTR-00365,ACC-00365,2026-01-01,2026-12-31,127282.45,11270
CTR-00366,ACC-00366,2026-01-01,2026-12-31,113196.88,10940
CTR-00367,ACC-00367,2026-01-01,2026-12-31,113532.21,9710
CTR-00368,ACC-00368,2026-01-01,2026-12-31,72506.19,7170
CTR-00369,ACC-00369,2026-01-01,2026-12-31,39023.6,3760
CTR-00370,ACC-00370,2026-01-01,2026-12-31,77115.78,6920
CTR-00371,ACC-00371,2026-01-01,2026-12-31,45523.63,3410
CTR-00372,ACC-00372,2026-01-01,2026-12-31,144724.01,11900
CTR-00373,ACC-00373,2026-01-01,2026-12-31,65976.89,6450
CTR-00374,ACC-00374,2026-01-01,2026-12-31,41033.82,3600
CTR-00375,ACC-00375,2026-01-01,2026-12-31,58397.59,5680
CTR-00376,ACC-00376,2026-01-01,2026-12-31,97640.93,7400
CTR-00377,ACC-00377,2026-01-01,2026-12-31,49285.88,3980
CTR-00378,ACC-00378,2026-01-01,2026-12-31,41128.05,3980
CTR-00379,ACC-00379,2026-01-01,2026-12-31,86732.25,8000
CTR-00380,ACC-00380,2026-01-01,2026-12-31,86809.96,6720
CTR-00381,ACC-00381,2026-01-01,2026-12-31,51284.29,3690
CTR-00382,ACC-00382,2026-01-01,2026-12-31,52589.58,3630
CTR-00383,ACC-00383,2026-01-01,2026-12-31,86028.59,7960
CTR-00384,ACC-00384,2026-01-01,2026-12-31,26538.21,2100
CTR-00385,ACC-00385,2026-01-01,2026-12-31,27303.64,2120
CTR-00386,ACC-00386,2026-01-01,2026-12-31,44226.92,3030
